vehicle_id,camera_ids,mean_diff_cam,std_diff_cam,min_diff_cam,max_diff_cam
94,S01c004_S01c001,0.21948265751867738,0.08525122495109196,0.07099205566626655,0.4422165365969529
74,S01c004_S01c001,0.510884234816463,0.049250276724313015,0.4133153239084879,0.6340046853448457
27,S01c004_S01c001,0.5507632352105621,0.03548636689361863,0.4908858196879158,0.6502591171453977
73,S01c004_S01c001,0.6052205034241285,0.05778795473635522,0.45859792628994084,0.6849062974979652
93,S01c004_S01c001,0.5095760979684836,0.06374154214666361,0.36756200182364607,0.6734569555269647
71,S01c004_S01c001,0.5743724981696198,0.05614980683325357,0.395007308955817,0.6740070727241095
72,S01c004_S01c001,0.782575027606574,0.051207386640486276,0.6103215296045003,0.8703440900351188
41,S01c004_S01c001,0.40553860942096487,0.06427646668763226,0.27035311917484534,0.5473014738215205
47,S01c004_S01c001,0.6799847242163786,0.04905771159446946,0.5529448161792552,0.8015849513695367
44,S01c004_S01c001,0.8121429273381929,0.046726951484107764,0.6758678362662943,0.8963654484973426
35,S01c004_S01c001,0.4406139822081929,0.016587166407175953,0.39754089756905636,0.47796739703222724
77,S01c004_S01c001,0.7254527693510779,0.0296761900536515,0.6523238321344572,0.7905672945819834
53,S01c004_S01c001,0.8162698935480052,0.02428741376933583,0.7336212405487247,0.8533112157558324
57,S01c004_S01c001,0.6051864063087128,0.054407225220443084,0.45905212598265516,0.7034412406848416
36,S01c004_S01c001,0.775552788132954,0.04201298498403773,0.6889602580077558,0.8750424951548299
45,S01c004_S01c001,0.7454554190082102,0.07203396162747555,0.5271668608296756,0.8755848442640599
75,S01c004_S01c001,0.8057262116778827,0.0334337644442502,0.7310037565734457,0.8831434226143747
16,S01c004_S01c001,0.4903471219004274,0.07499536905270392,0.357900816615293,0.6260653465824432
46,S01c004_S01c001,0.667006132659513,0.07364338553198742,0.39911764972960967,0.7980839463139104
50,S01c004_S01c001,0.7747214068335542,0.04034910037024498,0.6735329726306768,0.8585027526029997
76,S01c004_S01c001,0.7225290323411601,0.041542921682839386,0.6364459416255385,0.8219961179571071
82,S01c004_S01c001,0.6566791642007099,0.07140975510720682,0.5541280222602069,0.8332227481378316
7,S01c004_S01c001,0.6178279786191647,0.0694251338680102,0.43861093251452266,0.7344800075075064
31,S01c004_S01c001,0.5225475257754719,0.04327948768093389,0.4186350563595319,0.6248476979655413
26,S01c004_S01c001,0.887684390534635,0.01987728864128449,0.853098868364873,0.9428012417328258
9,S01c004_S01c001,0.6348729742760306,0.05713202084839718,0.48941594495676877,0.7631218433368426
32,S01c004_S01c001,0.37550205408284365,0.053103368833823064,0.2733505146326424,0.518635942037511
51,S01c004_S01c001,0.729803479173708,0.030922683887838906,0.6449071506155225,0.7844658896853728
80,S01c004_S01c001,0.6875862040994453,0.05295787370327744,0.5744447136282641,0.8051156481386829
11,S01c004_S01c001,0.7670597831393188,0.050161258711475726,0.6346762321493794,0.8642039224501994
52,S01c004_S01c001,0.7197329809797752,0.03580025803241882,0.6457206391153401,0.7791353097424651
34,S01c004_S01c001,0.43999611721759335,0.05038281912125215,0.35416225036607746,0.5525845009595806
58,S01c004_S01c001,0.3524393346061364,0.051552583014758235,0.24294204587422144,0.47546803366780604
8,S01c004_S01c001,0.6506175024078596,0.06488961548499828,0.530100993589449,0.812200987826767
85,S01c004_S01c001,0.776362243723419,0.03000332104839344,0.7209940068106454,0.8525164436066555
19,S01c004_S01c001,0.3797454137823824,0.04267998023946765,0.2651498887724487,0.4920611349359979
28,S01c004_S01c001,0.7993868493370861,0.036801368844498764,0.7074501528928852,0.8702817372556471
29,S01c004_S01c001,0.6619917979567895,0.0424205523915899,0.5605245539257804,0.7393300469561486
49,S01c004_S01c001,0.5877150425089492,0.06147732252029342,0.4210639115837069,0.7236213972376637
56,S01c004_S01c001,0.6151073770383759,0.08129603726243176,0.44786387812083145,0.7639936447534716
38,S01c004_S01c001,0.4418574220342524,0.05855850897885808,0.299883264986845,0.6006615294146784
20,S01c004_S01c001,0.21892655917377288,0.039168113679452984,0.135110434609883,0.3131121722024303
54,S01c004_S01c001,0.45906851530375825,0.09155802969585579,0.2186618864380215,0.5864857466737722
59,S01c004_S01c001,0.5045809693839443,0.05843888053736807,0.3648977718287116,0.6329303755033016
22,S01c004_S01c001,0.20437141678665957,0.03885532784376496,0.093083758375643,0.2763923254052429
60,S01c004_S01c001,0.7571439145749757,0.035396769653027585,0.6869949679377072,0.8269845538869628
68,S01c004_S01c001,0.5212355570139346,0.04684160175896605,0.4187143073784092,0.631344974783626
37,S01c004_S01c001,0.4836675873715749,0.0647186511268739,0.32379853902272265,0.6113016906128232
39,S01c004_S01c001,0.5334931874095468,0.0507052782654379,0.417064287440584,0.6501337450942465
12,S01c004_S01c001,0.7510932964787564,0.03294220538517172,0.6631716290861239,0.8191594150711626
40,S01c004_S01c001,0.6766924632250324,0.03082805717232155,0.60691341392535,0.7504338896027474
55,S01c004_S01c001,0.4320815264871415,0.08066512277907972,0.24136317613322406,0.5892275896162615
66,S01c004_S01c001,0.4895890678753972,0.05312720710051583,0.3481475953533054,0.5715235196226081
69,S01c004_S01c001,0.5622724695275514,0.057216191247374044,0.4524412052369415,0.6594941156317403
15,S01c004_S01c001,0.7329822930770896,0.032009462360400025,0.6712906973442544,0.8009431884157787
64,S01c004_S01c001,0.704018818563737,0.0642639281836668,0.5916884904705262,0.8203986300345633
24,S01c004_S01c001,0.6389073238249914,0.02362882370006809,0.5918353294863552,0.6927989802741936
63,S01c004_S01c001,0.7729793894548986,0.05418616802325601,0.6097953475605963,0.8621541003616977
14,S01c004_S01c001,0.3531416053538466,0.06435257822868809,0.20007516480294513,0.46991520151009236
61,S01c004_S01c001,0.8204275211291431,0.02484808125339551,0.7799337182994678,0.8725249843153496
13,S01c004_S01c001,0.6949038478715407,0.06239770625563304,0.5351877056913439,0.7980646333452711
21,S01c004_S01c001,0.6798176892353546,0.040574659994001595,0.6137696429378175,0.7642713933949717
65,S01c004_S01c001,0.5615055927896845,0.05540770105244869,0.40637533740458065,0.6823866169076461
67,S01c004_S01c001,0.7531506134035414,0.03570915576360398,0.6866557783110407,0.8248433628881034
18,S01c004_S01c001,0.6938150261105341,0.047227031472227614,0.5798703451035904,0.7722576481921122
48,S01c004_S01c001,0.6409025786970125,0.0352216885093435,0.5531017087175651,0.7212671224734877
17,S01c004_S01c001,0.7010301151005701,0.03619469436889058,0.6189942239843009,0.7714353215022361
