vehicle_id,count,mean,std,p0013,p02,p05,p10
1,2145,0.7969908714294434,0.11571265012025833,0.46690806436538695,0.5517880868911743,0.5904824376106262,0.6302832841873169
9,20706,0.7570667266845703,0.19041669368743896,0.36170767952501776,0.44312848150730133,0.477618083357811,0.5082908272743225
36,27028,0.783965528011322,0.16092036664485931,0.44346869461238386,0.5440584099292756,0.5607750087976455,0.5773227095603943
34,5671,0.639312744140625,0.21278908848762512,0.23895071721076966,0.3103881120681763,0.35777468979358673,0.4065602421760559
7,6903,0.6917544603347778,0.15492194890975952,0.4105022871553898,0.44418065309524535,0.46443483531475066,0.48840809464454654
54,4656,0.6646508574485779,0.1677447408437729,0.24975005879253148,0.3691987156867981,0.40901514142751694,0.46109606325626373
35,7260,0.7574569582939148,0.22771711647510529,0.3555589959740639,0.401533215045929,0.4166367590427399,0.43235909640789033
8,1653,0.8423941731452942,0.10041733086109161,0.5975117800712585,0.6311200070381164,0.6549627900123596,0.6838326930999756
10,1081,0.7787774205207825,0.11271800845861435,0.5544495005607605,0.5938177466392517,0.6128170490264893,0.6364136934280396
37,1326,0.6613613367080688,0.1732751578092575,0.29005658082664015,0.391372874379158,0.43250883370637894,0.4665071368217468
11,3486,0.736170768737793,0.14174547791481018,0.4493328070044518,0.49202159941196444,0.5194515287876129,0.5444467067718506
12,1378,0.7266089916229248,0.13826273381710052,0.3609425147175789,0.4624253010749817,0.5086726367473602,0.5594092130661011
33,1027461,0.7168436646461487,0.2284988909959793,0.42040680038928985,0.447718209028244,0.4596574604511261,0.47056302428245544
13,990,0.6941255927085876,0.16997265815734863,0.3524900685369968,0.43160065591335295,0.4663990691304207,0.4872633308172226
14,1431,0.6732468605041504,0.1728096604347229,0.2794586180150509,0.3608924806118012,0.3933200538158417,0.4420567452907562
15,990,0.7517251372337341,0.14617383480072021,0.48373252622187135,0.5229169845581054,0.5555809676647187,0.5816877365112305
38,1275,0.6774927973747253,0.1694527119398117,0.3045828115403652,0.384104779958725,0.435723802447319,0.4729797005653381
17,1081,0.626671314239502,0.19693931937217712,0.26367772817611695,0.31035075187683103,0.3410301208496094,0.3688257336616516
16,2346,0.7351667284965515,0.1326296329498291,0.5147435220181942,0.5511778652667999,0.5628077834844589,0.5762395262718201
18,990,0.7265963554382324,0.14232930541038513,0.3630579643279314,0.45280733168125153,0.49291673600673674,0.5403093695640564
55,946,0.7404707670211792,0.14773254096508026,0.47503821597993373,0.5127351582050323,0.5294841229915619,0.5534939169883728
39,820,0.7730156183242798,0.12131310254335403,0.5425335545957088,0.5905541729927063,0.6098528921604156,0.6315088093280792
19,1275,0.6707591414451599,0.17097559571266174,0.37944405412077903,0.425564272403717,0.4458055466413498,0.47947540283203127
20,1275,0.7561874985694885,0.11934680491685867,0.47447629907131195,0.5549444198608399,0.5940355002880097,0.6269984364509582
21,780,0.7422325611114502,0.12340372800827026,0.5184574831783771,0.550618153810501,0.5875638484954834,0.6136834144592285
22,1326,0.6221364736557007,0.20061594247817993,0.19661034148186446,0.27518579363822937,0.32964756339788437,0.3823017179965973
24,861,0.6980903148651123,0.1482311338186264,0.43010394740104674,0.4668760061264038,0.49757325649261475,0.5316234230995178
25,595,0.8119052052497864,0.10162466019392014,0.4998411481678486,0.5837398767471313,0.6659091174602508,0.6950793981552124
40,780,0.8682694435119629,0.07390551269054413,0.7034854657828807,0.7446675777435303,0.7635165214538574,0.7823381662368775
42,6216,0.8097007274627686,0.12857750058174133,0.5200129663050175,0.5698252022266388,0.592265173792839,0.6208171248435974
48,114481,0.8195967078208923,0.2006366103887558,0.26915783405303956,0.36264821887016296,0.39956843852996826,0.4525458514690399
26,194376,0.9125703573226929,0.09496228396892548,0.6303808689117432,0.6765381991863251,0.7064875364303589,0.742351770401001
49,9316,0.6955693364143372,0.1628706306219101,0.36008701941370963,0.4407585680484772,0.47889333218336105,0.5150417387485504
27,49770,0.7502638101577759,0.176006019115448,0.31099154319763184,0.3948546826839447,0.44141687303781507,0.49420405328273775
29,10296,0.7815577983856201,0.10631249099969864,0.5074690851867198,0.5851351141929626,0.6188457757234573,0.6462620496749878
43,903,0.8825652599334717,0.06553589552640915,0.6850705438137055,0.7427855610847474,0.7692018985748291,0.7910201191902161
31,8515,0.775433361530304,0.12012340873479843,0.4419972398161888,0.5242864227294922,0.579620772600174,0.6207766532897949
32,3741,0.6722593307495117,0.18350262939929962,0.2671150720715523,0.3437721312046051,0.3865601718425751,0.43150684237480164
28,12880,0.7714940905570984,0.12693530321121216,0.4725938191503286,0.5264438533782959,0.5570033371448517,0.5874537169933319
44,5995,0.765823245048523,0.1225515604019165,0.4471174671947956,0.5201470279693603,0.5567538142204285,0.5967824578285217
45,5253,0.7374716997146606,0.16271892189979553,0.2924702011346817,0.3786581420898438,0.43264868259429934,0.4993341147899628
46,5151,0.7419321537017822,0.12316051870584488,0.4542289890348911,0.5295127630233765,0.5614895522594452,0.5896512269973755
47,6903,0.7229061126708984,0.14069725573062897,0.3881569366693497,0.4563979256153107,0.5095599174499512,0.5479339957237244
51,5151,0.7593933939933777,0.11563751846551895,0.5222816297411919,0.5670897364616394,0.5912019908428192,0.6169331073760986
50,4371,0.7498037219047546,0.11082425713539124,0.47957759284973145,0.5624353170394898,0.5967223346233368,0.6249467134475708
56,820,0.6872791051864624,0.1869533807039261,0.3299108158618212,0.3640967321395874,0.38336035907268523,0.41349729597568513
57,2145,0.7466151714324951,0.12826262414455414,0.4281238480091095,0.5258146834373474,0.5628591895103454,0.5856186747550964
58,820,0.6733599305152893,0.19802767038345337,0.3177224399358034,0.34986436665058135,0.3831292524933815,0.4160569578409195
59,1225,0.74209064245224,0.1296308934688568,0.33862566928863524,0.4661700201034546,0.5653300166130066,0.6058300137519836
60,903,0.7860515713691711,0.11644124239683151,0.4694305102586746,0.5515631866455079,0.5901533365249634,0.635975468158722
61,946,0.8351137638092041,0.07655000686645508,0.6494885479807854,0.7043052911758423,0.7258502542972565,0.7414666414260864
63,903,0.7894942760467529,0.1054430902004242,0.5188358407855034,0.5777854347229003,0.628632915019989,0.6583167791366578
64,1378,0.7269119620323181,0.1391558051109314,0.4179870606303215,0.4823207747936249,0.525679737329483,0.5676808714866638
62,7626,0.8110389709472656,0.13573423027992249,0.43520570509135725,0.5090115964412689,0.5426366478204727,0.5886469185352325
65,666,0.6710121035575867,0.16640862822532654,0.3169663691520691,0.3788586139678955,0.42336107790470123,0.47511595487594604
66,990,0.6757172346115112,0.1635436713695526,0.4266908879160881,0.47147198736667634,0.4944914445281029,0.5141683757305145
67,861,0.7470245361328125,0.12474930286407471,0.5399813967943191,0.5789259314537049,0.5947732925415039,0.6149629354476929
68,595,0.7460501790046692,0.12189080566167831,0.5274744633674622,0.5571430468559265,0.5806490540504455,0.6038042902946472
69,820,0.6173719763755798,0.21316660940647125,0.2837799093693495,0.3195966863632202,0.3467049911618233,0.37862014174461367
70,3486,0.8144818544387817,0.12468187510967255,0.507061170399189,0.5951313555240632,0.6287325620651245,0.6533181965351105
73,40470,0.8517858386039734,0.1167391836643219,0.4710389276713133,0.6068108987808227,0.6480310797691345,0.6841869175434112
74,90951,0.8583579659461975,0.12099479883909225,0.523209526836872,0.6210716962814331,0.6549388766288757,0.6813144683837891
71,87153,0.7863706350326538,0.1993647664785385,0.3020749215602875,0.3582789695262909,0.4054330587387085,0.4991488873958588
52,289941,0.8825116157531738,0.1471046507358551,0.3936906930208206,0.4891702115535736,0.5279330015182495,0.5988270044326782
53,6786,0.7590276002883911,0.12314272671937943,0.46024532210826874,0.5305542707443237,0.5651226490736008,0.5953561663627625
75,5356,0.7388601899147034,0.13019141554832458,0.4396941994279623,0.5220476388931274,0.5520575493574142,0.5831822752952576
76,6216,0.7527475953102112,0.11713211983442307,0.4563593201190233,0.5490296661853791,0.5827975571155548,0.6083260774612427
77,5460,0.7170820832252502,0.14294864237308502,0.3622091825634241,0.5017080736160279,0.5355153948068618,0.5617985963821411
78,903,0.7869482636451721,0.1071620061993599,0.5412462922215462,0.5919753217697143,0.6168525636196136,0.6465259194374084
81,946,0.8923012614250183,0.06171898543834686,0.6586523707807064,0.7363170146942138,0.7784973531961441,0.8077899515628815
80,4371,0.6870483160018921,0.17189238965511322,0.35424983182549474,0.3987270951271057,0.42845912277698517,0.465095579624176
82,5671,0.7231535911560059,0.15114471316337585,0.3906919856369495,0.45626774430274963,0.4868806451559067,0.5197641849517822
86,946,0.8067405223846436,0.11094793677330017,0.4224968923330307,0.5101983487606049,0.5885816365480423,0.6531042754650116
85,3081,0.7443241477012634,0.12421932816505432,0.4579947264194488,0.516239869594574,0.5474219918251038,0.5825424790382385
89,484620,0.9132609963417053,0.13071879744529724,0.48718272750377656,0.578259494304657,0.6078901678323746,0.6445901155471802
90,5151,0.7785874605178833,0.10926280170679092,0.5062402632832527,0.5762385129928589,0.6041961014270782,0.634433388710022
72,6555,0.7895277738571167,0.10500292479991913,0.5182933615803719,0.5751803064346314,0.602649575471878,0.6383410215377807
91,8001,0.7428339123725891,0.15457545220851898,0.3989144444465637,0.44585105776786804,0.4771004617214203,0.5156190395355225
92,5778,0.7549551725387573,0.13928906619548798,0.4456235407173634,0.5137572801113128,0.5399377673864365,0.5646342992782593
93,9316,0.7401599884033203,0.16563944518566132,0.3659945950508118,0.436553093791008,0.4859381169080734,0.5361562371253967
94,167910,0.9040863513946533,0.07384584844112396,0.5001538126826286,0.6061165022850037,0.8018277704715728,0.843317300081253
41,1891,0.6971775889396667,0.1613818258047104,0.3375649962723255,0.4041878879070282,0.45530305802822113,0.4938444495201111
88,4753,0.9479687213897705,0.036927249282598495,0.8208813774108886,0.8587548732757568,0.8764341831207275,0.8944074988365174
2,120,0.9140926599502563,0.04684219881892204,0.8059107700169087,0.8257918345928192,0.8465809017419815,0.8561697661876678
4,2145,0.8299650549888611,0.109716035425663,0.5891818188667297,0.6229126524925231,0.6512400388717652,0.6775822639465332
5,946,0.8050206899642944,0.10684628784656525,0.5578923536837102,0.6062072575092315,0.6306196749210358,0.6612455248832703
6,1128,0.7813844084739685,0.12442764639854431,0.4697155931890011,0.5314173913002014,0.5727866739034653,0.6072353601455689
23,820,0.7140042781829834,0.18741992115974426,0.25403149853348733,0.34791499495506284,0.39563885778188707,0.4500165283679962
30,741,0.828478991985321,0.10467153042554855,0.5979962549209594,0.6395756721496582,0.6672150492668152,0.6902076601982117
79,861,0.7497708797454834,0.13300684094429016,0.42583951371908185,0.4708907961845398,0.518861711025238,0.5687259435653687
83,946,0.7229307293891907,0.12897150218486786,0.46176456809043886,0.505904746055603,0.5386127531528473,0.5693828165531158
87,3655,0.8649402856826782,0.1027284488081932,0.6222720865130424,0.6744094681739807,0.6949804842472076,0.7223259568214416
84,8001,0.9639954566955566,0.01971765048801899,0.88398197889328,0.9163419604301453,0.930039644241333,0.9386678338050842
